id,title,city,property,area(m²),rooms,price(TND),longitude,latitude,link
898,Un duplex R2 à vendre à Zone Touristique,Khezama à       Sousse Jaouhara      ,Maison,250,3,700 000,10.622471,35.832439,https://www.mubawab.tn/fr/a/7646465/un-duplex-r2-%C3%A0-vendre-%C3%A0-zone-touristique
899,Villa El Jem,El Jem      ,Maison,100,3,300 000,10.6888388,35.295229,https://www.mubawab.tn/fr/a/7740689/villa-el-jem
900,Sénya avec maison,Soliman      ,Maison,150,2,330 000,10.483333,36.7,https://www.mubawab.tn/fr/a/7740173/s%C3%A9nya-avec-maison
901,Villa à vendre,Korba      ,Maison,540,2,700 000,10.8582,36.5769,https://www.mubawab.tn/fr/a/7736871/villa-%C3%A0-vendre
902,A Vendre Villa indépendante à Notre Dame,Mutuelle Ville à       El Menzah      ,Maison,850,5,2 300 000,10.164723,36.845235,https://www.mubawab.tn/fr/a/7686345/a-vendre-villa-ind%C3%A9pendante-%C3%A0-notre-dame
903,A vendre un s2 vue port à maison de la mer,El Kantaoui à       Hammam Sousse      ,Maison,70,2,480 000,10.58025,35.898175,https://www.mubawab.tn/fr/a/7722782/a-vendre-un-s2-vue-port-%C3%A0-maison-de-la-mer
904,A vendre villa style américain à Khzama Est,Khezama à       Sousse Jaouhara      ,Maison,465,3,1 200 000,10.618753,35.844,https://www.mubawab.tn/fr/a/7730044/a-vendre-villa-style-am%C3%A9ricain-%C3%A0-khzama-est
905,A vendre au zone touristique de touzeur,Tozeur      ,Maison,512,2,120 000,8.084821,33.9187468,https://www.mubawab.tn/fr/a/7724786/a-vendre-au-zone-touristique-de-touzeur
906,La maison se situe dans la cité des sous officiers,Khaznadar à       Le Bardo      ,Maison,370,7,650 000,10.13736,36.83017,https://www.mubawab.tn/fr/a/7559361/la-maison-se-situe-dans-la-cit%C3%A9-des-sous-officiers
907,Villa neuve GHIZEN zone agricole permis,Houmt Souk à       Houmt Souk      ,Maison,130,3,372 000,10.85,33.866667,https://www.mubawab.tn/fr/a/7721692/villa-neuve-ghizen-zone-agricole-permis
908,Villa avec piscine et jardin à vendre au Lac 2,Les Berges Du Lac 2 à       La Marsa      ,Maison,620,4,4 000 000,10.2641808,36.8468986,https://www.mubawab.tn/fr/a/7721034/villa-avec-piscine-et-jardin-%C3%A0-vendre-au-lac-2
909,Une maison S4 à vendre à sahloul,Sahloul à       Sousse Ville      ,Maison,200,4,320 000,10.62,35.83,https://www.mubawab.tn/fr/a/7373083/une-maison-s4-%C3%A0-vendre-%C3%A0-sahloul
910,A vendre une villa avec piscine à chatt mariem,Chott Meriem à       Akouda      ,Maison,360,5,880 000,10.54783,35.951365,https://www.mubawab.tn/fr/a/7693507/a-vendre-une-villa-avec-piscine-%C3%A0-chatt-mariem
911,Penthouse Neuf avec piscine à vendre aux jardins de Carthage,Les Jardins de Carthage à       Le Kram      ,Maison,467,4,1 500 000,10.291834,36.8555704,https://www.mubawab.tn/fr/a/7481201/penthouse-neuf-avec-piscine-%C3%A0-vendre-aux-jardins-de-carthage
912,A vendre Villa à Monfleury,Montfleury à       Tunis      ,Maison,141,3,310 000,10.16596,36.81881,https://www.mubawab.tn/fr/a/7668542/a-vendre-villa-%C3%A0-monfleury
